코드,원료명,공급사,단가,원산지,포장단위,분류,기능성,규격,비고
SRC21-0654,구기자농축액,(미지정),28000,국산,,일반식품,N,해찬솔푸드,
SRC21-0655,구기자분말,(미지정),65000,,20,일반식품,N,,
SRC21-0656,구기자추출분말,(미지정),30000,,20,일반식품,N,해찬솔푸드,
SRC21-0657,구기자추출분말,(미지정),35000,,20,일반식품,N,하이베이스,
SRC21-0658,구기자추출분말,(미지정),29700,,20,일반식품,N,선일에프앤씨,
SRC21-0660,구절초추출분말,(미지정),18000,,20,일반식품,N,하이베이스,
SRC21-0661,그린커피빈추출분말,(미지정),25000,인도,25,일반식품,N,엔바이오텍(기타가공품)클루겐산5%,
SRC21-0662,녹각추출분말,(미지정),100000,수입,20,일반식품,N,,
SRC21-0663,녹차분말,(미지정),26000,국산,,일반식품,N,엘본에이치앤비,
SRC21-0664,녹차분말,(미지정),22000,국산,,일반식품,N,바이오케어,
SRC21-0665,다시마분말(엑기스),(미지정),10000,,20,일반식품,N,새롬비엔에프,
SRC21-0666,다시마분말,(미지정),24000,국산,10,일반식품,N,바이오케어,
SRC21-0667,단삼분말,(미지정),19000,중국,,일반식품,N,엘본에이치앤비,
SRC21-0668,단삼분말,(미지정),21000,중국,,일반식품,N,바이오케어,
SRC21-0669,단호박추출분말,(미지정),15000,,,일반식품,N,해찬솔푸드,
SRC21-0670,당귀추출분말,(미지정),24000,,20,일반식품,N,,
SRC21-0671,대추농축액,(미지정),20000,국산,25,일반식품,N,65brix,
SRC21-0672,대추야자추출분말,(미지정),25000,이란,20,일반식품,N,하이베이스,
SRC21-0673,더덕분말,(미지정),37000,국산,10,일반식품,N,바이오케어,
SRC21-0674,돼지감자분말,(미지정),18000,,,일반식품,N,새롬비엔에프,
SRC21-0675,돼지감자분말,(미지정),23500,,10,일반식품,N,바이오케어,
SRC21-0676,두충분말,(미지정),15000,국산,20,일반식품,N,MOQ100kg,
SRC21-0677,두충추출분말고형분30%,(미지정),40000,국산,20,일반식품,N,,
SRC21-0679,라임농축액,(미지정),12000,,20,일반식품,N,새롬비엔에프,
SRC21-0680,레몬농축액,(미지정),13000,,,일반식품,N,새롬비엔에프,
SRC21-0681,레몬농축액,(미지정),12000,이스라엘,25,일반식품,N,하이베이스,
SRC21-0682,레몬농축액,(미지정),11000,,,일반식품,N,해찬솔푸드,
SRC21-0683,링콘베리주스분말,(미지정),32000,핀란드,20,일반식품,N,,
SRC21-0684,마인분말(화마인),(미지정),16000,,,일반식품,N,바이오케어,
SRC21-0685,마추출분말,(미지정),23000,국산,,일반식품,N,해찬솔푸드,
SRC21-0686,마추출분말,(미지정),29000,국산,20,일반식품,N,하이베이스,
SRC21-0688,매실추출물분말,(미지정),17000,국산,20,일반식품,N,해찬솔푸드,
SRC21-0689,맥문동분말,(미지정),33000,중국,10,일반식품,N,바이오케어,
SRC21-0692,민들레(포공영)일반분말,(미지정),32000,국산,20,일반식품,N,바이오케어,
SRC21-0693,민들레(포공영)일반분말,(미지정),19000,중국,20,일반식품,N,바이오케어,
SRC21-0694,민들레추출분말,(미지정),24000,중국,20,일반식품,N,하이베이스,
SRC21-0695,바나나 엑기스분말,(미지정),18000,필리핀,,일반식품,N,해찬솔푸드,
SRC21-0696,발아현미분말,(미지정),6000,국산,20,일반식품,N,하이베이스,
SRC21-0697,발아현미분말,(미지정),15500,,,일반식품,N,바이오케어,
SRC21-0698,발효구기자추출분말,(미지정),32000,국산,,일반식품,N,해찬솔푸드,
SRC21-0699,백복령분말,(미지정),61000,,20,일반식품,N,하이베이스,
SRC21-0700,백복령추출분말,(미지정),48000,중국,20,일반식품,N,,
SRC21-0701,백수오추출분말,(미지정),43000,,20,일반식품,N,하이베이스,
SRC21-0702,백작약추출분말,(미지정),20000,,20,일반식품,N,고형분30%,
SRC21-0703,보리분말,(미지정),11000,,40,일반식품,N,,
SRC21-0704,보이차,(미지정),17000,중국,25,일반식품,N,태성,
SRC21-0705,보이차추출분말,(미지정),17000,중국,25,일반식품,N,태성,
SRC21-0706,복령분말,(미지정),22000,중국,,일반식품,N,엘본에이치앤비,
SRC21-0708,복숭아농축액,(미지정),9500,이스라엘,,일반식품,N,해찬솔푸드,
SRC21-0709,복숭아농출분말,(미지정),15000,이스라엘,,일반식품,N,해찬솔푸드,
SRC21-0710,복합황금추출물,(미지정),51000,국산,10,일반식품,N,,
SRC21-0711,뽕나무가지분말,(미지정),13000,,10,일반식품,N,바이오케어,
SRC21-0712,뽕나무잎분말,(미지정),20500,,10,일반식품,N,바이오케어,
SRC21-0713,사철쑥 분말,(미지정),14400,,20,일반식품,N,바이오케어,
SRC21-0715,산수유추출분말,(미지정),32000,,20,일반식품,N,,
SRC21-0718,산약분말,(미지정),24000,,,일반식품,N,,
SRC21-0720,산약분말,(미지정),26000,중국,,일반식품,N,엘본에이치앤비,
SRC21-0721,산약분말,(미지정),27500,중국,,일반식품,N,바이오케어,
SRC21-0722,산약추출분말,(미지정),22000,국산,20,일반식품,N,,
SRC21-0723,삽주뿌리분말,(미지정),14400,,20,일반식품,N,바이오케어,
SRC21-0724,생강추출물,(미지정),28000,국산,,일반식품,N,,
SRC21-0725,생강추출물분말,(미지정),40000,,20,일반식품,N,새롬비엔에프,
SRC21-0726,서리태분말,(미지정),19000,,,일반식품,N,볶음 살균처리,
SRC21-0727,서양산사자추출분말,(미지정),70000,이탈리아,25,일반식품,N,,
SRC21-0730,솔잎분말,(미지정),20000,,10,일반식품,N,바이오케어,
SRC21-0731,수국잎열수추출물,(미지정),50000,국산,,일반식품,N,해찬솔푸드,
SRC21-0732,수세미추출물분말,(미지정),20000,,20,일반식품,N,하이베이스,
SRC21-0733,숙지황농축액,(미지정),20000,중국,20,일반식품,N,,
SRC21-0734,숙지황분말,(미지정),75000,국산,,일반식품,N,하이베이스,
SRC21-0735,숙지황분말,(미지정),29000,중국,,일반식품,N,바이오케어,
SRC21-0736,숙지황엑기스,(미지정),75000,국산,20,일반식품,N,60brix,
SRC21-0737,숙지황추출분말,(미지정),38000,국산,20,일반식품,N,,
SRC21-0738,쌀겨추출물 분말,(미지정),15000,,20,일반식품,N,해찬솔푸드,
SRC21-0739,아스파라거스추출분말,(미지정),65000,페루/멕시코/호주,20,일반식품,N,하이베이스,
SRC21-0740,알로에베라추출분말일반식품,(미지정),57000,중국,10,일반식품,N,태성(미국 100:1),
SRC21-0741,오미자추출분말,(미지정),34000,,10,일반식품,N,바이오케어,
SRC21-0742,연자육추출분말,(미지정),31000,국산,20,일반식품,N,하이베이스,
SRC21-0743,오렌지농축분말,(미지정),15000,,20,일반식품,N,해찬솔푸드,
SRC21-0744,오렌지농축분말,(미지정),18000,브라질,20,일반식품,N,하이베이스,
SRC21-0745,오렌지농축액,(미지정),11000,미국,25,일반식품,N,하이베이스,
SRC21-0746,오미자추출분말,(미지정),19000,,20,일반식품,N,,
SRC21-0747,와일드망고종자추출분말,(미지정),38000,미국,,일반식품,N,엘본에이치앤비,
SRC21-0748,와일드망고추출분말,(미지정),32000,미국,,일반식품,N,하이베이스,
SRC21-0750,용안육분말,(미지정),28600,중국/베트남,20,일반식품,N,바이오케어(30%,
SRC21-0751,우슬분말(쇠무릎),(미지정),27500,,,일반식품,N,,
SRC21-0752,울금분말,(미지정),9000,,,일반식품,N,,
SRC21-0754,울금분말,(미지정),10500,인도네시아,,일반식품,N,엘본에이치앤비,
SRC21-0755,울금분말,(미지정),13000,인도,,일반식품,N,바이오케어,
SRC21-0756,율무분말,(미지정),22000,,20,일반식품,N,하이베이스,
SRC21-0757,율무분말,(미지정),29000,,,일반식품,N,엘본에이치앤비,
SRC21-0758,의이인분말,(미지정),15000,,,일반식품,N,하이베이스,
SRC21-0759,의이인분말,(미지정),30000,,,일반식품,N,엘본에이치앤비,
SRC21-0760,적소두분말,(미지정),22000,,,일반식품,N,엘본에이치앤비,
SRC21-0761,적소두분말,(미지정),20000,,,일반식품,N,바이오케어,
SRC21-0762,적소두분말,(미지정),18000,,,일반식품,N,하이베이스,
SRC21-0763,정향추출분말,(미지정),31000,인도네시아,20,일반식품,N,하이베이스,
SRC21-0764,진피엑시스분말,(미지정),23000,,,일반식품,N,해찬솔푸드,
SRC21-0765,진피추출분말,(미지정),21000,국산,20,일반식품,N,하이베이스(고형분 50%),
SRC21-0766,차가버섯분말,(미지정),30000,,10,일반식품,N,바이오케어,
SRC21-0767,차전자파분말,(미지정),9000,,,일반식품,N,,
SRC21-0768,천궁추출물,(미지정),33000,국산,20,일반식품,N,하이베이스,
SRC21-0769,함초분말,(미지정),20500,국산,20,일반식품,N,바이오케어,
SRC21-0770,황기추출물,(미지정),23000,국산,,일반식품,N,,
SRC21-0771,흑하랑,(미지정),50000,,,일반식품,N,,
SRC21-0772,황금분말,(미지정),14500,중국,,일반식품,N,바이오케어,
SRC21-0773,황금추출분말,(미지정),30000,,,일반식품,N,바이오케어,
SRC21-0774,어성초일반분말,(미지정),17000,국산,,일반식품,N,바이오케어,
SRC21-0775,어성초일반분말,(미지정),8200,중국,,일반식품,N,바이오케어,
SRC21-0776,어성초추출분말,(미지정),50000,국산,,일반식품,N,엘본에이치앤비,
SRC21-0777,어성초추출분말,(미지정),16000,중국,,일반식품,N,하이베이스,
SRC21-0778,모과농축액(65브릭스),(미지정),13000,,,일반식품,N,해찬솔푸드,
SRC21-0779,모과농축액(65브릭스),(미지정),15000,,,일반식품,N,새롬비앤에프,
SRC21-0780,모과농축액(65브릭스),(미지정),25500,,,일반식품,N,하이베이스,규격원문: 모과9%+정제수91%
SRC21-0781,모과농축액(60브릭스)100%,(미지정),15000,,,일반식품,N,하이베이스,규격원문: 모과90%+저감미당10%
SRC21-0782,유근피,(미지정),50000,,,일반식품,N,김혜성대리,
SRC21-0783,배농축액,(미지정),8500,,,일반식품,N,해찬솔푸드,
SRC21-0784,배농축액,(미지정),5200,,,일반식품,N,해찬솔푸드,
SRC21-0785,생강농축액,(미지정),53000,,,일반식품,N,해찬솔푸드,규격원문: 생강100%
SRC21-0786,생강농축액,(미지정),9500,,,일반식품,N,해찬솔푸드,규격원문: 당타입
SRC21-0787,곰보배추분말(일반),(미지정),50000,국산,20,일반식품,N,하이베이스,
SRC21-0788,엘더베리(착즙)농축액(65브릭스),(미지정),36000,오스트리아,25,일반식품,N,하이베이스,
SRC21-0789,엘더베리추출분말(32:1),(미지정),300000,독일,6,일반식품,N,하이베이스,
SRC21-0790,숙지황추출분말,(미지정),40000,,,일반식품,N,하이베이스,포장원문: ?
SRC21-0791,백하수오추출분말,(미지정),60000,,100,일반식품,N,하이베이스,
SRC21-0792,적하수오추출분말,(미지정),60000,,100,일반식품,N,하이베이스,
SRC21-0793,사인분말,(미지정),23000,베트남,10,일반식품,N,바이오케어,
SRC21-0794,사인추출분말,(미지정),25000,,,일반식품,N,새롬비앤에프,
SRC21-0795,참당귀추출물,(미지정),24000,,20,일반식품,N,하이베이스고형분6%,
SRC21-0796,마분말(살균),(미지정),25000,,20,일반식품,N,박대표,
SRC21-0801,감태추출물,유트라,787500,국산,20,일반식품,N,500mg/day,"구분원문: 78,000정"
SRC21-0802,석류추출물,(미지정),200000,,20,일반식품,N,1500mg/day,일자원문: 갱년기여성의 건강에 도움
SRC21-0803,까마귀쪽나무열매주정추출물,(미지정),800000,,20,일반식품,N,200mg/day,
SRC21-0804,칸달로프멜론추출물,(미지정),800000,,20,일반식품,N,500~1000iu/day,
SRC21-0805,초록입홍합추출오일복합물,(미지정),1000000,,20,건기식,Y,620mg/day,
SRC21-0806,헛개나무병추출분말,(미지정),80000,,20,건기식,Y,2460mg/day,개별인정형 / 퀘르세틴7.4mcg/g
SRC21-0807,작약추출물등복합물,(미지정),360000,,25,일반식품,N,700mg/day,
SRC21-0808,돌외잎주정추출분말,(미지정),370000,,100,일반식품,N,450mg/day,기록원문: 체지방감소에 도움을 줄 수 있음
SRC21-0809,레몬 밤 추출물,(미지정),150000,,100,일반식품,N,"1,380mg/일",구분원문: 정제갯수혹은 분말 혹은 액상스틱
SRC21-0811,그린커피빈,(미지정),700000,,25,일반식품,N,400mg/일,
SRC21-0812,핑거루트추출분말,(미지정),300000,,10,일반식품,N,600mg/day,기록원문: 자외선에의한 피부손상으로부터 피부 건강을 유지하는데 도움을 줄수 있슴.
SRC21-0815,나토배양물,(미지정),680000,,,일반식품,N,133mg/day,
SRC21-0816,Tf-343(미세초),(미지정),250000,,,일반식품,N,240mg/day,
SRC21-0818,항비만 유산균,(미지정),700000,,,일반식품,N,2200억/cfg,
SRC21-0819,코넘,상상바이오,200000,,,일반식품,N,,
SRC21-0821,"Lactobacillus subtillus 고초균, 당화균",메디오젠,55000,,5,일반식품,N,"균주 관련 제품만 취급
 - g당 10억",
SRC21-0822,"MBP (milk based protain)
유단백추출물",담원인터내셔널,26000,,,일반식품,N,유단백추출물 제품 중 국내 제품들은 원료성이 아닌 완제품 형태 밖에 없음. 해외는 MBP 유단백추출물로 수입되는 제품이 없음. MBP를 사용했다간 아무래도 개별인정형 업체에서 클레임을 제기할 수도 있을 가능성이 있음,
SRC21-0823,수세미 추출물 분말,하이베이스,20000,국산,,일반식품,N,국산,
SRC21-0824,생강추출물 분말,새롬비앤에프,40000,,,일반식품,N,,
SRC21-0826,라임농축액,해찬솔,13500,,,일반식품,N,1패킹 가능,
SRC21-0827,라임농축액,새롬비앤에프,12000,,,일반식품,N,,
SRC21-0829,레몬농축액,새롬비앤에프,13000,,,일반식품,N,,
SRC21-0830,레몬농축액,하이베이스,12000,이스라엘,,일반식품,N,,
SRC21-0832,뽕나무잎분말,바이오케어,20500,국산,,일반식품,N,,포장원문: 10Kg 이상
SRC21-0834,돼지감자분말,새롬비앤에프,18000,,,일반식품,N,,
SRC21-0835,돼지감자분말,바이오케어,23500,국산,,일반식품,N,,포장원문: 10Kg 이상
SRC21-0837,여주분말,바이오케어,34000,국산,,일반식품,N,,포장원문: 10Kg 이상
SRC21-0839,갈근분말,바이오케어,14000,중국,,일반식품,N,,포장원문: 10Kg 이상
SRC21-0841,칡농축분말,새롬비앤에프,25000,,,일반식품,N,갈근분말 미보유,
SRC21-0842,더덕분말,바이오케어,37000,국산,,일반식품,N,,포장원문: 10Kg 이상
SRC21-0843,맥문동분말,바이오케어,33000,중국,,일반식품,N,단독분말,포장원문: 10Kg 이상
SRC21-0845,뽕나무가지분말,바이오케어,13000,국산,,일반식품,N,,포장원문: 10Kg 이상
SRC21-0846,솔잎분말,바이오케어,20000,국산,,일반식품,N,,포장원문: 10Kg 이상
SRC21-0847,차가버섯분말,바이오케어,30000,러시아,,일반식품,N,단독분말,포장원문: 10Kg 이상
SRC21-0849,산약분말,바이오케어,25000,중국,,일반식품,N,,포장원문: 10Kg 이상
SRC21-0852,구아바잎분말,바이오케어,16000,인도네시아,,일반식품,N,,포장원문: 10Kg 이상
SRC21-0853,숙지황분말,바이오케어,32000,중국,,일반식품,N,단독분말,포장원문: 10Kg 이상
SRC21-0855,산수유분말,바이오케어,33000,중국,,일반식품,N,,포장원문: 10Kg 이상
SRC21-0856,산수유분말,새롬비앤에프,35000,,,일반식품,N,,
SRC21-0857,쇠무릎분말,해찬솔,27500,중국,,일반식품,N,,
SRC21-0859,오미자분말,새롬비앤에프,25000,,,일반식품,N,,
SRC21-0860,오미자분말,바이오케어,38000,중국,,일반식품,N,,
SRC21-0862,밀라타리스동충하초,바이오케어,55000,국산,,일반식품,N,,포장원문: 10Kg 이상
SRC21-0863,연씨분말,바이오케어,15000,베트남,,일반식품,N,,포장원문: 10Kg 이상
SRC21-0865,큰꽃삽주분말,바이오케어,27000,중국,,일반식품,N,,포장원문: 10Kg 이상
SRC21-0867,사인분말,바이오케어,23000,베트남,,일반식품,N,,포장원문: 10Kg 이상
SRC21-0868,사인추출분말,새롬비앤에프,25000,,,일반식품,N,사인추출분말 임,
SRC21-0869,다시마분말,바이오케어,24000,국산,,일반식품,N,,포장원문: 10Kg 이상
SRC21-0871,다시마엑기스분말,새롬비앤에프,10000,,,일반식품,N,다시마엑기스분말,
SRC21-0873,블루베리 추출분말,해찬솔,15000,미국,,일반식품,N,,포장원문: 20kg 가능
SRC21-0874,모링가 추출물,해찬솔,15000,인도네시아,,일반식품,N,,포장원문: 60kg 이상
SRC21-0876,"블루베리농축분말
(cos10817)",엘본에이치앤비,24000,,20,일반식품,N,,
SRC21-0879,블루베리 농축분말,새롬비앤에프,23000,,,일반식품,N,,
SRC21-0880,모링가 추출분말,새롬비앤에프,21000,,,일반식품,N,,
SRC21-0884,레몬농축액,해찬솔,11000,이스라엘,,일반식품,N,,
SRC21-0885,블루베리농축액,해찬솔,12000,미국,,일반식품,N,,
SRC21-0886,바나나 엑기스분말,해찬솔,18000,필리핀,,일반식품,N,,
SRC21-0887,호박 추출분말,해찬솔,15500,국산,,일반식품,N,,
SRC21-0888,단호박추출분말,해찬솔,15000,국산,,일반식품,N,,
SRC21-0889,판크레아틴,담원인터내셔널,220000,중국,25,일반식품,N,식품첨가물,
SRC21-0890,MBP유단백추출물,담원인터내셔널,26000,국산,20,일반식품,N,기타가공품,
SRC21-0893,글루코사민 염산염,엘본에이치앤비,19000,중국,25,일반식품,N,,
SRC21-0894,글루코사민 황산염,엘본에이치앤비,20000,중국,25,일반식품,N,,
SRC21-0897,소나무껍질추출분말,엘본에이치앤비,1600000,뉴질랜드,,일반식품,N,"소나무껍질 기타가공품 제품 중 
  중국산제품은 공급이어렵다고 합니다 
(자사에서 사용할 만큼만 수입한다고 합니다)",
SRC21-0898,구아바잎분말,엘본에이치앤비,65000,국산,40,일반식품,N,"구아바는 수급불안정해서 
   현재 5KG 만 가능",
SRC21-0899,구아바잎분말,바이오케어,15000,,,일반식품,N,,
SRC21-0908,유기농여주분말,(영)한국유기농건강체험촌,40000,,,일반식품,N,이주옥실장010-7300-1088,포장원문: 5Kg~10kg
SRC21-0909,리소짐(리소자임) 분말,하이베이스,220000,이탈리아,10,일반식품,N,,
SRC21-0910,리소짐(리소자임) 분말,하이베이스,260000,네덜란드,5,일반식품,N,,
SRC21-0911,리소짐(리소자임) 분말,엘본에이치앤비,220000,이탈리아,10,일반식품,N,,
SRC21-0913,망고스틴농축분말,해찬솔,22000,대만,60,일반식품,N,,
SRC21-0914,매실 추출분말,해찬솔,17000,국산,20,일반식품,N,,
SRC21-0915,매실 추출분말,새롬비앤에프,19000,국산,20,일반식품,N,새롬 매실만 있음,
SRC21-0916,매실 추출분말,하이베이스,18000,,20,일반식품,N,,
SRC21-0917,L-트레오닌(아미노산)분말,하이베이스,8500,중국,25,일반식품,N,,
SRC21-0918,L-라이신(아미노산)분말,하이베이스,7500,중국,25,일반식품,N,,
SRC21-0919,L-글리신,하이베이스,8000,국산,25,일반식품,N,L-라이신과 다른원료,
SRC21-0920,코코아분말,새롬비앤에프,9000,,25,일반식품,N,해찬솔 코코아분말 없음,
SRC21-0921,초코향분말,새롬비앤에프,23000,,10,일반식품,N,취급중인지 재확인 필요함,
SRC21-0922,초코향분말,해찬솔,30500,,10,일반식품,N,향분말은 원산지 따로 없음,
SRC21-0924,마리골드꽃추출분말 (루테인분말) 10%,미래바이오텍,132000,인도,10,일반식품,N,유통기한 23.03.18.               **다음 패치 단가인상예정,
SRC21-0925,마리골드꽃추출물 (루테인오일) 20%,미래바이오텍,140000,인도,5,일반식품,N,,
SRC21-0926,마리골드꽃추출물 (루테인오일) 20%,엘본에이치앤비,130000,,25,일반식품,N,환율때문에 비쌈 / 환율 떨어지면 가격 인하예정,
SRC21-0928,천마농축분말(일반),엘본에이치앤비,24000,,,일반식품,N,,
SRC21-0929,천마복합추출물(개별인증원료),하이베이스,350000,국산,,일반식품,N,,
SRC21-0930,천마농축분말(고형분10%),하이베이스,20000,국산,100,일반식품,N,일반식품,
SRC21-0931,상어연골분말,엘본에이치앤비,47000,,,일반식품,N,,
SRC21-0932,상어연골,하이베이스,48000,호주,,일반식품,N,,
SRC21-0933,상어연골,하이베이스,35000,중국,25,일반식품,N,,
SRC21-0934,백수오추출분말,하이베이스,43000,국산,20,일반식품,N,"100kg 이상 구매시                 40,000원/kg",
SRC21-0935,오렌지농축분말,해찬솔,15000,,,일반식품,N,,
SRC21-0936,오렌지농축분말,새롬비앤에프,15000,,,일반식품,N,,
SRC21-0937,오렌지농축분말,하이베이스,18000,브라질,,일반식품,N,,
SRC21-0938,풋사과농축분말,해찬솔,14000,,,일반식품,N,,
SRC21-0939,청사과농축분말,새롬비앤에프,15000,,,일반식품,N,,
SRC21-0940,청(풋)사과추출분말,하이베이스,19000,중국,,일반식품,N,,
SRC21-0941,와일드망고추출분말,하이베이스,32000,미국,,일반식품,N,해찬솔 현재 없음,
SRC21-0942,와일드망고종자추출분말,엘본에이치앤비,38000,미국,,일반식품,N,국내 유통되는제품은 [종자추출물]임,
SRC21-0943,비타민 미네랄믹스,하이베이스,27000,국산,,일반식품,N,전 원료 부가세 별도,
SRC21-0944,쏘팔메토추출분말,담원인터내셔널,150000,인도,,일반식품,N,22%,
SRC21-0945,말토덱스트린,해찬솔,1800,중국,,일반식품,N,,
SRC21-0946,말토덱스트린,하이베이스,2400,국산,,일반식품,N,,
SRC21-0947,말토덱스트린,태성,2280,국산,,일반식품,N,,
SRC21-0948,로즈힙추출분말,해찬솔,20000,칠레,,일반식품,N,,
SRC21-0949,로즈힙추출분말,하이베이스,60000,인도,,일반식품,N,,
SRC21-0950,유기농로즈힙추출분말,태성,38000,폴란드,,일반식품,N,,
SRC21-0951,유자과즙분말,해찬솔,29000,국산,,일반식품,N,,
SRC21-0952,유자과즙분말,하이베이스,28000,국산,,일반식품,N,,
SRC21-0953,세븐베리추출분말,해찬솔,25000,혼합,,일반식품,N,,
SRC21-0954,세븐베리농축액분말,하이베이스,34000,수입,,일반식품,N,,
SRC21-0955,세븐베리농축액분말,태성,30000,네덜란드,,일반식품,N,,
SRC21-0956,공액리놀렌산(CLA) 오일,하이베이스,45000,네덜란드,,일반식품,N,오일 74%이상,
SRC21-0957,공액리놀렌산(CLA) 오일,태성,55000,네덜란드,,일반식품,N,,
SRC21-0958,공액리놀렌산(CLA) 분말,하이베이스,65000,네덜란드,,일반식품,N,540~620mg/g,
SRC21-0959,공액리놀렌산(CLA) 분말,태성,65000,네널란드,,일반식품,N,,
SRC21-0960,쇠뜨기추출분말,태성,42000,국산,,일반식품,N,하이베이스 없음,
SRC21-0961,홉수추출물분말,하이베이스,110000,독일,,일반식품,N,해찬솔없음,
SRC21-0962,홉스추출물분말,태성,115000,독일,,일반식품,N,,
SRC21-0964,27종 과일야채혼합농축분말,해찬솔,23000,국산,,일반식품,N,,
SRC21-0965,20종 야채혼합농축분말,해찬솔,17000,,,일반식품,N,,
SRC21-0966,과일야채혼합분말,하이베이스,84000,미국,,일반식품,N,,
SRC21-0967,식물혼합추출물,하이베이스,48000,국산.중국,,일반식품,N,,
SRC21-0968,자당지방산에스테르S-370,하이베이스,34000,일본,,일반식품,N,,
SRC21-0970,동결건조 녹색입홍합 분말,태성,65000,뉴질랜드,,일반식품,N,,
SRC21-0971,동물성 알티지 오메가3,하이베이스,21500,노르웨이,,일반식품,N,"정제어유50%(VivoMega 3322EE), EPA33/DHA22",
SRC21-0972,동물성 알티지 오메가3,하이베이스,82000,노르웨이,,일반식품,N,"정제어유 rTG 70%, EPA40%+DHA30%",
SRC21-0973,동물성 알티지 오메가3,하이베이스,46000,네덜란드,,일반식품,N,가공정제어유분말7%(DHA6%+EPA1%),
SRC21-0974,동물성 알티지 오메가3,하이베이스,65000,독일,,일반식품,N,"정제어유함유분말10%(DHA10%),",
SRC21-0975,동물성 알티지 오메가3,태성,90000,네덜란드,,일반식품,N,동물성 알티지오메가3 70%,
SRC21-0977,밀크칼슘(유청칼슘)파우더,하이베이스,18000,덴마크,,일반식품,N,,
SRC21-0980,상어연골분말,하이베이스,95000,미국,,일반식품,N,황산콘드로이친함량 40%,
SRC21-0981,Bacillus subtillis (당화균A),메디오젠,45000,,5,일반식품,N,균주 제품/ 이전 고초균은 사료용/ 견적서 받음,
SRC21-0984,쌀겨추출물 분말,해찬솔,15000,국산,,일반식품,N,,
SRC21-0985,쌀겨추출분말RB40,하이베이스,230000,국산,,일반식품,N,"성분배합비:쌀겨추출물10+,덱스트린50%+효소처리글루타민산G40%",
SRC21-0986,쌀겨추출분말RB40,선일에프앤씨,236000,국산,1,일반식품,N,,
SRC21-0987,옥수수단백추출물 분말,하이베이스,150000,미국,,일반식품,N,,
SRC21-0988,옥수수단백추출물 분말,선일에프앤씨,134000,미국(Zein),,일반식품,N,,
SRC21-0989,옥수수추출분말,해찬솔,15000,국산,,일반식품,N,,
SRC21-0990,옥수수수염추출분말,해찬솔,25000,국산,,일반식품,N,,
SRC21-0991,연어코연골분말,선일에프앤씨,7300000,일본,1,일반식품,N,,
SRC21-0992,이노시톨,하이베이스,75000,미국,,일반식품,N,해찬솔없음,
SRC21-0993,미오이노시톨,선일에프앤씨,52000,중국,1,일반식품,N,일반적으로 이노시톨과 미오이놀시톨 동일하게 취급,
SRC21-0994,레몬껍질추출분말,하이베이스,120000,인도,,일반식품,N,해찬솔없음,
SRC21-0995,레몬껍질추출물(엽산5%),선일에프앤씨,78000,인도,1,일반식품,N,,
SRC21-0996,유기농알파미분,하이베이스,13000,국산,,일반식품,N,해찬솔없음,
SRC21-0997,루바브추출분말,해찬솔,24000,국산,,일반식품,N,,
SRC21-0998,루바브추출분말,하이베이스,20000,국산,,일반식품,N,,
SRC21-1001,당귀농축액,해찬솔,21000,국산,,일반식품,N,,
SRC21-1004,숙지황추출분말,하이베이스,38000,국산,,일반식품,N,,
SRC21-1005,숙지황추출분말,선일에프앤씨,24300,중국,1,일반식품,N,,
SRC21-1006,구기자추출분말,해찬솔,30000,국산,,일반식품,N,11/29 현재 19kg 재고 보유중,
SRC21-1007,구기자추출분말,하이베이스,35000,국산,,일반식품,N,,
SRC21-1008,구기자추출분말,선일에프앤씨,29700,중국,1,일반식품,N,,
SRC21-1010,갈근분말,하이베이스,18000,국산,,일반식품,N,"환제 제조용 일반분말 임 **추출분말, 농축분말은 잘 안뭉쳐서 환제 제조 안됨",
SRC21-1011,갈근분말,엘본에이치앤비,12000,중국,,일반식품,N,,
SRC21-1012,갈근분말,바이오케어,13500,중국,,일반식품,N,,
SRC21-1013,결명자분말,하이베이스,13000,국산,,일반식품,N,,
SRC21-1014,결명자분말,엘본에이치앤비,10500,중국,,일반식품,N,,
SRC21-1015,결명자분말,바이오,12000,인도,,일반식품,N,,
SRC21-1016,녹차분말,하이베이스,19000,국산,,일반식품,N,,
SRC21-1017,녹차분말,엘본에이치앤비,26000,국산,,일반식품,N,,
SRC21-1018,녹차분말,바이오케어,22000,국산,,일반식품,N,세액별도,
SRC21-1019,단삼분말,엘본에이치앤비,19000,중국,,일반식품,N,하이베이스 없음,
SRC21-1020,단삼분말,바이오케어,21000,중국,,일반식품,N,,
SRC21-1022,발아현미분말,하이베이스,6000,국산,,일반식품,N,,
SRC21-1023,발아현미분말,바이오케어,15500,국산,,일반식품,N,,
SRC21-1024,백복령분말,하이베이스,61000,국산,,일반식품,N,,
SRC21-1025,복령분말,엘본에이치앤비,22000,중국,,일반식품,N,,
SRC21-1026,복령분말,바이오케어,22000,중국,,일반식품,N,,
SRC21-1027,산약분말,하이베이스,24000,국산,,일반식품,N,,
SRC21-1028,산약분말,엘본에이치앤비,26000,중국,,일반식품,N,,
SRC21-1029,산약분말,바이오케어,27500,중국,,일반식품,N,,
SRC21-1030,울금분말,하이베이스,9000,인도,,일반식품,N,,
SRC21-1031,울금분말,엘본에이치앤비,10500,인도네시아,,일반식품,N,,
SRC21-1032,울금분말,바이오케어,13000,인도,,일반식품,N,,
SRC21-1033,율무분말,하이베이스,22000,국산,,일반식품,N,,
